qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
NZ_CP101776.1	gb|AY210887.1|+|111-972|ARO:3001104|SHV-46	98.839	861	10	0	2812574	2813434	1	861	0.0	1535
NZ_CP101776.1	gb|JX121129.1|+|0-858|ARO:3001201|SHV-162	98.951	858	9	0	2812574	2813431	1	858	0.0	1535
NZ_CP101776.1	gb|GU932590.1|+|0-861|ARO:3001175|SHV-128	98.839	861	10	0	2812574	2813434	1	861	0.0	1535
NZ_CP101776.1	gb|FJ194944.1|+|46-907|ARO:3001154|SHV-105	98.839	861	10	0	2812574	2813434	1	861	0.0	1535
NZ_CP101776.1	gb|AM176548.2|+|16-874|ARO:3001127|SHV-73	99.062	853	8	0	2812582	2813434	6	858	0.0	1531
NZ_CP101776.1	gb|AB733453.1|+|3-849|ARO:3001204|SHV-167	99.054	846	8	0	2812574	2813419	1	846	0.0	1519
NZ_CP101776.1	gb|S82452.1|+|120-978|ARO:3001068|SHV-9	98.026	861	14	1	2812574	2813434	1	858	0.0	1493
NZ_CP101776.1	gb|ASTU01000063.1|+|61248-62787|ARO:3004597|Kpne_KpnH	84.187	1543	236	6	1190323	1191861	1539	1	0.0	1491
NZ_CP101776.1	gb|U00096.1|+|2812615-2814154|ARO:3000074|emrB	84.156	1540	242	2	1190323	1191861	1539	1	0.0	1491
NZ_CP101776.1	gb|AF072684.2|+|117-993|ARO:3001075|SHV-16	97.377	877	6	3	2812574	2813434	1	876	0.0	1476
NZ_CP101776.1	gb|GQ390807.1|+|0-813|ARO:3001172|SHV-125	99.016	813	8	0	2812574	2813386	1	813	0.0	1458
NZ_CP101776.1	gb|GQ390809.1|+|0-813|ARO:3001174|SHV-127	98.893	813	9	0	2812574	2813386	1	813	0.0	1452
NZ_CP101776.1	gb|GQ390808.1|+|0-813|ARO:3001173|SHV-126	98.893	813	9	0	2812574	2813386	1	813	0.0	1452
NZ_CP101776.1	gb|GQ390806.1|+|0-813|ARO:3001171|SHV-124	98.893	813	9	0	2812574	2813386	1	813	0.0	1452
NZ_CP101776.1	gb|GQ390805.1|+|0-813|ARO:3001170|SHV-123	98.770	813	10	0	2812574	2813386	1	813	0.0	1447
NZ_CP101776.1	gb|NG_049352.1|+|100-961|ARO:3006956|OHIO-1	96.875	864	21	6	2812574	2813434	1	861	0.0	1441
NZ_CP101776.1	gb|NG_070893.1|+|0-861|ARO:3006863|AAK-1	96.262	856	32	0	2812574	2813429	1	856	0.0	1404
NZ_CP101776.1	gb|AM941846.1|+|0-900|ARO:3001338|SHV-100	99.481	770	4	0	2812665	2813434	131	900	0.0	1400
NZ_CP101776.1	gb|AM941846.1|+|0-900|ARO:3001338|SHV-100	98.496	133	2	0	2812574	2812706	1	133	2.95e-58	235
NZ_CP101776.1	gb|AF117744.1|+|0-780|ARO:3001078|SHV-20	98.974	780	8	0	2812604	2813383	1	780	0.0	1397
NZ_CP101776.1	gb|AF117746.1|+|0-780|ARO:3001080|SHV-22	98.846	780	9	0	2812604	2813383	1	780	0.0	1391
NZ_CP101776.1	gb|AF117745.1|+|0-780|ARO:3001079|SHV-21	98.846	780	9	0	2812604	2813383	1	780	0.0	1391
NZ_CP101776.1	gb|AF117747.1|+|0-780|ARO:3001081|SHV-23	98.718	780	10	0	2812604	2813383	1	780	0.0	1386
NZ_CP101776.1	gb|AY590467.1|+|1-727|ARO:3001110|SHV-53	99.449	726	4	0	2812595	2813320	1	726	0.0	1319
NZ_CP101776.1	gb|AE004091.2|-|2850882-2854014|ARO:3004074|MuxB	74.927	3103	658	100	1763336	1766378	3048	6	0.0	1310
NZ_CP101776.1	gb|NG_067155.1|+|0-861|ARO:3006152|OKP-C-1	92.575	862	62	2	2812574	2813434	1	861	0.0	1236
NZ_CP101776.1	gb|MK161461.1|+|0-861|ARO:3004844|LEN-41	91.647	862	70	2	2812574	2813434	1	861	0.0	1192
NZ_CP101776.1	gb|MK161459.1|+|0-861|ARO:3004843|LEN-40	91.415	862	72	2	2812574	2813434	1	861	0.0	1181
NZ_CP101776.1	gb|U00096.1|+|3415032-3418137|ARO:3000502|AcrF	73.906	3131	732	71	4155622	4158710	10	3097	0.0	1177
NZ_CP101776.1	gb|FLES01000010.1|+|120291-121152|ARO:3002461|LEN-11	91.299	862	73	2	2812574	2813434	1	861	0.0	1175
NZ_CP101776.1	gb|AM850912.2|+|0-861|ARO:3002469|LEN-22	91.299	862	73	2	2812574	2813434	1	861	0.0	1175
NZ_CP101776.1	gb|AM850909.2|+|0-861|ARO:3002466|LEN-19	91.299	862	73	2	2812574	2813434	1	861	0.0	1175
NZ_CP101776.1	gb|QIXO01000012.1|-|30208-31069|ARO:3002462|LEN-12	91.299	862	73	2	2812574	2813434	1	861	0.0	1175
NZ_CP101776.1	gb|AY037780.1|+|88-949|ARO:3002455|LEN-2	91.299	862	73	2	2812574	2813434	1	861	0.0	1175
NZ_CP101776.1	gb|BA000007.3|-|4903688-4905062|ARO:3000830|cpxA	82.198	1365	241	2	5325573	5326936	1	1364	0.0	1173
NZ_CP101776.1	gb|NG_060510.1|+|100-961|ARO:3006933|LEN-28	91.183	862	74	2	2812574	2813434	1	861	0.0	1170
NZ_CP101776.1	gb|FWOA01000001.1|-|576795-577656|ARO:3004838|LEN-30	91.183	862	74	2	2812574	2813434	1	861	0.0	1170
NZ_CP101776.1	gb|MK161460.1|+|0-861|ARO:3004846|LEN-43	91.183	862	74	2	2812574	2813434	1	861	0.0	1170
NZ_CP101776.1	gb|DQ149134.1|+|0-861|ARO:3002473|LEN-17	91.183	862	74	2	2812574	2813434	1	861	0.0	1170
NZ_CP101776.1	gb|AY633109.1|+|0-861|ARO:3002456|LEN-5	91.183	862	74	2	2812574	2813434	1	861	0.0	1170
NZ_CP101776.1	gb|AM850910.2|+|0-861|ARO:3002467|LEN-20	91.183	862	74	2	2812574	2813434	1	861	0.0	1170
NZ_CP101776.1	gb|AM850911.2|+|0-861|ARO:3002468|LEN-21	91.183	862	74	2	2812574	2813434	1	861	0.0	1170
NZ_CP101776.1	gb|NG_068509.1|+|100-961|ARO:3006932|LEN-27	91.067	862	75	2	2812574	2813434	1	861	0.0	1164
NZ_CP101776.1	gb|KR738738.1|+|0-861|ARO:3004828|LEN-36	91.067	862	75	2	2812574	2813434	1	861	0.0	1164
NZ_CP101776.1	gb|CXPB01000032.1|+|60038-60899|ARO:3004840|LEN-34	91.078	863	73	4	2812574	2813434	1	861	0.0	1164
NZ_CP101776.1	gb|UKAA01000001.1|-|322202-323063|ARO:3004849|LEN-58	91.067	862	75	2	2812574	2813434	1	861	0.0	1164
NZ_CP101776.1	gb|AM850914.2|+|30-891|ARO:3002471|LEN-24	91.067	862	75	2	2812574	2813434	1	861	0.0	1164
NZ_CP101776.1	gb|CXPA01000063.1|+|153489-154350|ARO:3002457|LEN-7	91.067	862	75	2	2812574	2813434	1	861	0.0	1164
NZ_CP101776.1	gb|AM850908.2|+|0-861|ARO:3002465|LEN-18	91.067	862	75	2	2812574	2813434	1	861	0.0	1164
NZ_CP101776.1	gb|CP001891.1|+|2841996-2842857|ARO:3002463|LEN-13	91.067	862	75	2	2812574	2813434	1	861	0.0	1164
NZ_CP101776.1	gb|AY743416.1|+|67-928|ARO:3002464|LEN-16	91.067	862	75	2	2812574	2813434	1	861	0.0	1164
NZ_CP101776.1	gb|CP016344.1|+|2782791-2783652|ARO:3002459|LEN-9	91.067	862	75	2	2812574	2813434	1	861	0.0	1164
NZ_CP101776.1	gb|NG_050605.1|+|100-961|ARO:3006934|LEN-31	90.951	862	76	2	2812574	2813434	1	861	0.0	1158
NZ_CP101776.1	gb|MK161458.1|+|0-861|ARO:3004842|LEN-39	90.951	862	76	2	2812574	2813434	1	861	0.0	1158
NZ_CP101776.1	gb|MK161457.1|+|0-861|ARO:3004841|LEN-38	90.951	862	76	2	2812574	2813434	1	861	0.0	1158
NZ_CP101776.1	gb|KR738737.1|+|0-861|ARO:3004827|LEN-35	90.962	863	74	4	2812574	2813434	1	861	0.0	1158
NZ_CP101776.1	gb|NLDD01000006.1|+|119723-120584|ARO:3004848|LEN-55	90.951	862	76	2	2812574	2813434	1	861	0.0	1158
NZ_CP101776.1	gb|CP033631.1|+|3042328-3043189|ARO:3004847|LEN-51	90.951	862	76	2	2812574	2813434	1	861	0.0	1158
NZ_CP101776.1	gb|CBBA010000184.1|+|3395-4256|ARO:3002460|LEN-10	90.951	862	76	2	2812574	2813434	1	861	0.0	1158
NZ_CP101776.1	gb|CDMV01000010.1|+|131908-132769|ARO:3004839|LEN-32	90.835	862	77	2	2812574	2813434	1	861	0.0	1153
NZ_CP101776.1	gb|HQ709169.1|+|0-861|ARO:3002479|LEN-25	90.835	862	77	2	2812574	2813434	1	861	0.0	1153
NZ_CP101776.1	gb|MK161462.1|+|0-861|ARO:3004845|LEN-42	90.835	862	77	2	2812574	2813434	1	861	0.0	1153
NZ_CP101776.1	gb|AM850913.2|+|0-861|ARO:3002470|LEN-23	90.835	862	77	2	2812574	2813434	1	861	0.0	1153
NZ_CP101776.1	gb|KR738739.1|+|0-861|ARO:3004829|LEN-37	90.719	862	78	2	2812574	2813434	1	861	0.0	1147
NZ_CP101776.1	gb|CEGG01000030.1|+|7354-8215|ARO:3002458|LEN-8	90.719	862	78	2	2812574	2813434	1	861	0.0	1147
NZ_CP101776.1	gb|JX124390.1|+|0-861|ARO:3002474|LEN-26	90.603	862	79	2	2812574	2813434	1	861	0.0	1142
NZ_CP101776.1	gb|AF452105.1|+|0-840|ARO:3002478|LEN-15	90.855	842	74	3	2812574	2813414	1	840	0.0	1125
NZ_CP101776.1	gb|AY130287.1|+|1-823|ARO:3002472|LEN-4	91.241	822	70	2	2812596	2813416	2	822	0.0	1118
NZ_CP101776.1	gb|X04515.1|+|285-1125|ARO:3002454|LEN-1	90.618	842	76	3	2812574	2813414	1	840	0.0	1114
NZ_CP101776.1	gb|AY130286.1|+|1-823|ARO:3002475|LEN-3	91.119	822	71	2	2812596	2813416	2	822	0.0	1112
NZ_CP101776.1	gb|FJ534513.1|+|0-861|ARO:3002430|OKP-A-13	88.399	862	98	2	2812574	2813434	1	861	0.0	1037
NZ_CP101776.1	gb|AM850915.2|+|19-880|ARO:3002428|OKP-A-11	88.413	863	96	4	2812574	2813434	1	861	0.0	1037
NZ_CP101776.1	gb|FJ755840.1|+|0-861|ARO:3002433|OKP-A-16	88.181	863	98	4	2812574	2813434	1	861	0.0	1026
NZ_CP101776.1	gb|AM850919.2|+|24-885|ARO:3002450|OKP-B-17	88.167	862	100	2	2812574	2813434	1	861	0.0	1026
NZ_CP101776.1	gb|AM850918.2|+|24-885|ARO:3002438|OKP-B-5	88.167	862	100	2	2812574	2813434	1	861	0.0	1026
NZ_CP101776.1	gb|FJ534512.1|+|0-861|ARO:3002431|OKP-A-14	88.167	862	100	2	2812574	2813434	1	861	0.0	1026
NZ_CP101776.1	gb|AM850916.2|+|18-879|ARO:3002429|OKP-A-12	88.181	863	98	4	2812574	2813434	1	861	0.0	1026
NZ_CP101776.1	gb|NG_049361.1|+|100-961|ARO:3006141|OKP-A-17	88.167	862	98	4	2812574	2813433	1	860	0.0	1024
NZ_CP101776.1	gb|AJ635401.2|+|0-861|ARO:3002418|OKP-A-1	88.153	861	100	2	2812574	2813433	1	860	0.0	1024
NZ_CP101776.1	gb|AM051143.1|+|0-861|ARO:3002422|OKP-A-5	88.167	862	98	4	2812574	2813433	1	860	0.0	1024
NZ_CP101776.1	gb|AM051153.1|+|0-861|ARO:3002437|OKP-B-4	88.153	861	100	2	2812574	2813433	1	860	0.0	1024
NZ_CP101776.1	gb|AM051140.1|+|0-861|ARO:3002420|OKP-A-3	88.167	862	98	4	2812574	2813433	1	860	0.0	1024
NZ_CP101776.1	gb|NG_067146.1|+|0-861|ARO:3006142|OKP-B-16	88.051	862	101	2	2812574	2813434	1	861	0.0	1020
NZ_CP101776.1	gb|AM850917.2|+|17-878|ARO:3002439|OKP-B-6	88.051	862	101	2	2812574	2813434	1	861	0.0	1020
NZ_CP101776.1	gb|NG_067148.1|+|100-961|ARO:3006144|OKP-B-22	88.037	861	101	2	2812574	2813433	1	860	0.0	1018
NZ_CP101776.1	gb|AM051142.1|+|0-861|ARO:3002421|OKP-A-4	88.037	861	101	2	2812574	2813433	1	860	0.0	1018
NZ_CP101776.1	gb|AM051147.1|+|0-861|ARO:3002425|OKP-A-8	88.037	861	101	2	2812574	2813433	1	860	0.0	1018
NZ_CP101776.1	gb|AJ635404.2|+|0-861|ARO:3002419|OKP-A-2	88.037	861	101	2	2812574	2813433	1	860	0.0	1018
NZ_CP101776.1	gb|AM051148.1|+|0-861|ARO:3002426|OKP-A-9	88.051	862	99	4	2812574	2813433	1	860	0.0	1018
NZ_CP101776.1	gb|AM051152.1|+|0-861|ARO:3002436|OKP-B-3	88.037	861	101	2	2812574	2813433	1	860	0.0	1018
NZ_CP101776.1	gb|AM850922.2|+|24-885|ARO:3002453|OKP-B-20	87.935	862	102	2	2812574	2813434	1	861	0.0	1014
NZ_CP101776.1	gb|AY825330.1|+|0-861|ARO:3002446|OKP-B-13	87.935	862	102	2	2812574	2813434	1	861	0.0	1014
NZ_CP101776.1	gb|NG_067151.1|+|100-961|ARO:3006148|OKP-B-36	87.935	862	100	4	2812574	2813433	1	860	0.0	1013
NZ_CP101776.1	gb|AM051149.1|+|0-861|ARO:3002427|OKP-A-10	87.935	862	100	4	2812574	2813433	1	860	0.0	1013
NZ_CP101776.1	gb|AM051157.1|+|0-861|ARO:3002441|OKP-B-8	87.921	861	102	2	2812574	2813433	1	860	0.0	1013
NZ_CP101776.1	gb|AM051151.1|+|0-861|ARO:3002435|OKP-B-2	87.921	861	102	2	2812574	2813433	1	860	0.0	1013
NZ_CP101776.1	gb|AM051159.1|+|0-861|ARO:3002442|OKP-B-9	87.921	861	102	2	2812574	2813433	1	860	0.0	1013
NZ_CP101776.1	gb|AM850921.2|+|24-885|ARO:3002452|OKP-B-19	87.819	862	103	2	2812574	2813434	1	861	0.0	1009
NZ_CP101776.1	gb|NG_067154.1|+|100-961|ARO:3006151|OKP-B-45	87.805	861	103	2	2812574	2813433	1	860	0.0	1007
NZ_CP101776.1	gb|NG_067152.1|+|100-961|ARO:3006149|OKP-B-40	87.805	861	103	2	2812574	2813433	1	860	0.0	1007
NZ_CP101776.1	gb|AM051144.1|+|0-861|ARO:3002423|OKP-A-6	87.833	863	99	6	2812574	2813433	1	860	0.0	1007
NZ_CP101776.1	gb|AM051156.1|+|0-861|ARO:3002440|OKP-B-7	87.805	861	103	2	2812574	2813433	1	860	0.0	1007
NZ_CP101776.1	gb|AJ635402.2|+|0-861|ARO:3002434|OKP-B-1	87.805	861	103	2	2812574	2813433	1	860	0.0	1007
NZ_CP101776.1	gb|NG_067149.1|+|0-861|ARO:3006146|OKP-B-24	87.703	862	104	2	2812574	2813434	1	861	0.0	1003
NZ_CP101776.1	gb|NG_067150.1|+|100-961|ARO:3006147|OKP-B-34	87.689	861	104	2	2812574	2813433	1	860	0.0	1002
NZ_CP101776.1	gb|NG_050606.1|+|100-961|ARO:3006145|OKP-B-23	87.689	861	104	2	2812574	2813433	1	860	0.0	1002
NZ_CP101776.1	gb|NG_067147.1|+|100-961|ARO:3006143|OKP-B-21	87.689	861	104	2	2812574	2813433	1	860	0.0	1002
NZ_CP101776.1	gb|AM051161.1|+|0-861|ARO:3002444|OKP-B-11	87.703	862	102	4	2812574	2813433	1	860	0.0	1002
NZ_CP101776.1	gb|NG_067156.1|+|0-861|ARO:3006153|OKP-D-1	87.601	863	103	4	2812574	2813434	1	861	0.0	998
NZ_CP101776.1	gb|AM850920.1|+|40-901|ARO:3002451|OKP-B-18	87.587	862	105	2	2812574	2813434	1	861	0.0	998
NZ_CP101776.1	gb|AM051146.1|+|0-861|ARO:3002424|OKP-A-7	87.587	862	103	4	2812574	2813433	1	860	0.0	996
NZ_CP101776.1	gb|AM051160.1|+|0-861|ARO:3002443|OKP-B-10	87.573	861	105	2	2812574	2813433	1	860	0.0	996
NZ_CP101776.1	gb|NG_067153.1|+|100-961|ARO:3006150|OKP-B-41	87.456	861	106	2	2812574	2813433	1	860	0.0	990
NZ_CP101776.1	gb|FJ768952.1|+|0-1488|ARO:3000237|TolC	79.176	1407	273	17	705403	706796	1400	1	0.0	957
NZ_CP101776.1	gb|DQ995288.1|+|2-827|ARO:3002447|OKP-B-14	87.470	822	101	2	2812596	2813416	5	825	0.0	946
NZ_CP101776.1	gb|FJ755841.1|+|0-846|ARO:3002432|OKP-A-15	86.659	862	98	11	2812574	2813434	1	846	0.0	939
NZ_CP101776.1	gb|DQ679966.1|+|299-1493|ARO:3004042|Eclo_acrA	80.817	1199	220	9	4154398	4155591	1	1194	0.0	931
NZ_CP101776.1	gb|AJ635420.1|+|0-789|ARO:3002445|OKP-B-12	87.468	790	95	4	2812611	2813398	2	789	0.0	907
NZ_CP101776.1	gb|U00096.3|-|2306971-2308615|ARO:3003952|YojI	76.211	1652	369	21	1635171	1636810	1	1640	0.0	852
NZ_CP101776.1	gb|U00096.3|-|484425-485619|ARO:3004043|Ecol_acrA	79.056	1165	236	8	4154398	4155558	1	1161	0.0	793
NZ_CP101776.1	gb|NC_004337.2|-|420956-422150|ARO:3007509|Sfle_acrA	78.884	1165	238	8	4154398	4155558	1	1161	0.0	782
NZ_CP101776.1	gb|JQ394987.1|+|0-1233|ARO:3001328|Ecol_mdfA	78.846	1144	232	10	3673896	3675034	1139	1	0.0	763
NZ_CP101776.1	gb|AP009048.1|-|4153663-4154296|ARO:3000518|CRP	88.152	633	75	0	411910	412542	633	1	0.0	754
NZ_CP101776.1	gb|KU254579.1|+|59421-59841|ARO:3004111|FosA6	98.810	420	5	0	4753205	4753624	420	1	0.0	749
NZ_CP101776.1	gb|KP143090.1|-|1199-1619|ARO:3003209|fosA5	98.544	412	6	0	4753213	4753624	412	1	0.0	728
NZ_CP101776.1	gb|AP006725.1|+|2483889-2484252|ARO:3004580|Kpne_KpnE	99.449	363	2	0	2855074	2855436	363	1	0.0	660
NZ_CP101776.1	gb|AY265890.1|+|1-472|ARO:3002476|LEN-6	91.720	471	39	0	2812595	2813065	1	471	0.0	654
NZ_CP101776.1	gb|AY265889.1|+|2-458|ARO:3002477|LEN-14	91.009	456	41	0	2812601	2813056	1	456	9.02e-173	616
NZ_CP101776.1	gb|AP006725.1|+|2484238-2484568|ARO:3004583|Kpne_KpnF	100.000	330	0	0	2854758	2855087	330	1	4.20e-171	610
NZ_CP101776.1	gb|AJ252200.1|+|1278-4401|ARO:3003056|smeE	73.861	1515	341	51	1453194	1454681	1496	10	7.18e-154	553
NZ_CP101776.1	gb|AE004091.2|-|2847775-2850886|ARO:3004075|MuxC	74.401	1418	300	52	1761818	1763200	1476	87	9.28e-153	549
NZ_CP101776.1	gb|L11616.1|+|1569-4710|ARO:3000378|MexB	75.297	1093	227	36	1453140	1454209	1553	481	9.55e-133	483
NZ_CP101776.1	gb|U00096.1|+|3660413-3663527|ARO:3000796|mdtF	71.048	2138	564	47	460947	463057	3071	962	2.67e-128	468
NZ_CP101776.1	gb|BA000007.3|-|1737690-1738104|ARO:3000676|H-NS	87.438	406	49	2	2180759	2181163	405	1	9.62e-128	466
NZ_CP101776.1	gb|AB015853.1|+|1330-4471|ARO:3003033|mexY	77.778	396	82	6	1453280	1453672	1407	1015	2.28e-59	239
NZ_CP101776.1	gb|AB015853.1|+|1330-4471|ARO:3003033|mexY	76.329	414	88	10	4156588	4156996	972	1380	1.38e-51	213
NZ_CP101778.1	gb|AY522923.1|-|7744-8983|ARO:3003839|Mrx	100.000	1239	0	0	33382	34620	1239	1	0.0	2289
NZ_CP101778.1	gb|D16251.1|-|1625-2531|ARO:3000316|mphA	100.000	906	0	0	34617	35522	906	1	0.0	1674
NZ_CP101778.1	gb|JF969163.1|+|1053-1893|ARO:3000410|sul1	100.000	840	0	0	29567	30406	1	840	0.0	1552
NZ_CP101778.1	gb|EU675686.2|+|3196-4042|ARO:3002616|aadA16	99.645	846	3	0	28264	29109	1	846	0.0	1546
NZ_CP101778.1	gb|KR091911.1|-|74564-75350|ARO:3002578|AAC(6')-Ib7	99.660	588	2	0	26341	26928	199	786	0.0	1075
NZ_CP101778.1	gb|KR091911.1|-|74564-75350|ARO:3002578|AAC(6')-Ib7	100.000	211	0	0	26012	26222	1	211	6.08e-107	390
NZ_CP101778.1	gb|U59183.1|+|247-859|ARO:3002581|AAC(6')-Ib10	99.660	588	2	0	26341	26928	25	612	0.0	1075
NZ_CP101778.1	gb|AF453998.2|+|3554-4946|ARO:3002598|ANT3II_ANT6II	99.490	588	3	0	26341	26928	805	1392	0.0	1070
NZ_CP101778.1	gb|AF453998.2|+|3554-4946|ARO:3002598|ANT3II_ANT6II	88.600	807	90	2	28264	29069	1	806	0.0	979
NZ_CP101778.1	gb|AF043381.1|+|251-863|ARO:3002580|AAC(6')-Ib9	99.490	588	3	0	26341	26928	25	612	0.0	1070
NZ_CP101778.1	gb|KF998105.1|+|4171-4849|ARO:3002579|AAC(6')-Ib8	99.313	582	4	0	26347	26928	97	678	0.0	1053
NZ_CP101778.1	gb|AM087411.1|+|1611-2457|ARO:3002606|aadA6	89.138	847	90	2	28264	29109	1	846	0.0	1053
NZ_CP101778.1	gb|AJ584652.2|+|1926-2913|ARO:3002599|AAC6_30_AAC6_Ib	99.309	579	4	0	26350	26928	409	987	0.0	1048
NZ_CP101778.1	gb|AY758206.1|+|2743-3589|ARO:3002611|aadA11	88.666	847	94	2	28264	29109	1	846	0.0	1031
NZ_CP101778.1	gb|U37105.2|+|2806-3640|ARO:3004692|aadA10	89.740	809	77	6	28264	29069	1	806	0.0	1029
NZ_CP101778.1	gb|NG_067969.1|+|100-655|ARO:3007771|aac(6')-Ib-cr11	99.820	555	1	0	26374	26928	1	555	0.0	1020
NZ_CP101778.1	gb|NG_067968.1|+|100-655|ARO:3007770|aac(6')-Ib-cr10	99.820	555	1	0	26374	26928	1	555	0.0	1020
NZ_CP101778.1	gb|JABGAB010000032.1|-|11074-11629|ARO:3005117|AAC(6')-Ib-cr7	99.820	555	1	0	26374	26928	1	555	0.0	1020
NZ_CP101778.1	gb|EU161636.1|+|1021-1576|ARO:3005115|AAC(6')-Ib-cr5	99.820	555	1	0	26374	26928	1	555	0.0	1020
NZ_CP101778.1	gb|NG_052463.1|+|100-655|ARO:3005114|AAC(6')-Ib-cr4	99.820	555	1	0	26374	26928	1	555	0.0	1020
NZ_CP101778.1	gb|NG_052213.1|+|100-655|ARO:3002547|AAC(6')-Ib-cr1	99.820	555	1	0	26374	26928	1	555	0.0	1020
NZ_CP101778.1	gb|NG_047292.1|+|100-655|ARO:3005116|AAC(6')-Ib-cr6	99.640	555	2	0	26374	26928	1	555	0.0	1014
NZ_CP101778.1	gb|CP034250.1|-|426089-426644|ARO:3005118|AAC(6')-Ib-cr8	99.459	555	3	0	26374	26928	1	555	0.0	1009
NZ_CP101778.1	gb|FJ854362.1|+|1702-2257|ARO:3002576|AAC(6')-Ib3	99.459	555	3	0	26374	26928	1	555	0.0	1009
NZ_CP101778.1	gb|AF445082.1|+|2788-3343|ARO:3002577|AAC(6')-Ib4	99.459	555	3	0	26374	26928	1	555	0.0	1009
NZ_CP101778.1	gb|AY660529.1|+|121-676|ARO:3003676|AAC(6')-Ib'	99.279	555	4	0	26374	26928	1	555	0.0	1003
NZ_CP101778.1	gb|MH569711.1|-|1959-2514|ARO:3005119|AAC(6')-Ib-cr9	99.816	543	1	0	26386	26928	13	555	0.0	998
NZ_CP101778.1	gb|JQ808129.1|+|633-1188|ARO:3002546|AAC(6')-Ib	99.099	555	5	0	26374	26928	1	555	0.0	998
NZ_CP101778.1	gb|AF355189.1|+|1434-2439|ARO:3002600|AAC_3Ib_AAC_6Ib	99.097	554	5	0	26375	26928	452	1005	0.0	996
NZ_CP101778.1	gb|AY136758.1|+|377-947|ARO:3002582|AAC(6')-Ib11	99.273	550	4	0	26379	26928	21	570	0.0	994
NZ_CP101778.1	gb|NG_052123.1|+|100-655|ARO:3005112|AAC(6')-Ib-cr3	98.921	556	4	2	26374	26928	1	555	0.0	992
NZ_CP101778.1	gb|AM087405.1|+|1748-2582|ARO:3002622|aadA6/aadA10	88.724	807	89	2	28264	29069	1	806	0.0	985
NZ_CP101778.1	gb|FJ503047.1|+|0-519|ARO:3002592|AAC6_IB_HZ	99.229	519	4	0	26410	26928	1	519	0.0	937
NZ_CP101778.1	gb|EU085533.1|+|0-519|ARO:3002591|AAC_6_IB_Su	99.229	519	4	0	26410	26928	1	519	0.0	937
NZ_CP101778.1	gb|KP076293.1|+|2347-2821|ARO:3004550|dfrA27	100.000	474	0	0	27610	28083	1	474	0.0	876
NZ_CP101778.1	gb|EU675686.1|+|1956-2409|ARO:3002848|arr-3	100.000	453	0	0	27025	27477	1	453	0.0	837
NZ_CP101778.1	gb|AF078527.1|+|4387-4840|ARO:3002847|arr-2	99.558	453	2	0	27025	27477	1	453	0.0	826
NZ_CP101778.1	gb|FM877476.1|+|115-589|ARO:3004551|dfrA28	97.046	474	14	0	27610	28083	1	474	0.0	798
NZ_CP101778.1	gb|AB114632.1|+|655-1453|ARO:3002607|aadA7	82.554	791	131	7	28275	29062	12	798	0.0	689
NZ_CP101778.1	gb|U49101.1|+|1490-1838|ARO:3005010|qacEdelta1	100.000	348	0	0	29226	29573	1	348	0.0	643
NZ_CP101778.1	gb|AM283489.1|+|2655-3174|ARO:3002585|AAC(6')-31	84.586	519	80	0	26410	26928	1	519	9.62e-145	516
NZ_CP101778.1	gb|HQ730118.1|+|5174-5507|ARO:3005009|qacE	99.291	282	2	0	29226	29507	1	282	4.48e-143	510
NZ_CP101778.1	gb|EU746499.1|+|639-1437|ARO:3002613|aadA13	79.082	741	149	6	28264	29001	1	738	2.08e-141	505
NZ_CP101778.1	gb|AM040708.1|+|1173-1965|ARO:3004704|aadA8b	79.086	722	143	8	28284	29001	21	738	5.83e-137	490
NZ_CP101778.1	gb|AY139603.1|+|106-898|ARO:3002608|aadA8	79.086	722	143	8	28284	29001	21	738	5.83e-137	490
NZ_CP101778.1	gb|AM261837.1|+|73-865|ARO:3002619|aadA22	78.502	721	149	6	28284	29001	21	738	2.73e-130	468
NZ_CP101778.1	gb|AJ809407.1|+|118-898|ARO:3002620|aadA23	78.363	721	150	6	28284	29001	9	726	1.27e-128	462
NZ_CP101778.1	gb|AF047479.2|+|1295-2087|ARO:3002603|aadA3	78.225	721	151	6	28284	29001	21	738	5.91e-127	457
NZ_CP101778.1	gb|AF156486.1|+|5012-5792|ARO:3002602|aadA2	78.225	721	151	6	28284	29001	9	726	5.91e-127	457
NZ_CP101778.1	gb|AY171244.1|+|46-838|ARO:3002618|aadA21	78.225	721	151	6	28284	29001	21	738	5.91e-127	457
NZ_CP101778.1	gb|CP003022.1|+|336788-337580|ARO:3003197|aadA25	77.701	722	153	8	28284	29001	21	738	2.77e-120	435
NZ_CP101778.1	gb|FJ381668.1|+|56-848|ARO:3002612|aadA12	77.639	720	157	4	28284	29001	21	738	2.77e-120	435
NZ_CP101780.1	gb|KF976405.1|+|7837-8698|ARO:3001071|SHV-12	100.000	861	0	0	52249	53109	861	1	0.0	1591
NZ_CP101780.1	gb|JX121127.1|+|0-861|ARO:3001199|SHV-160	99.884	861	1	0	52249	53109	861	1	0.0	1585
NZ_CP101780.1	gb|HM559945.1|+|0-861|ARO:3001178|SHV-134	99.884	861	1	0	52249	53109	861	1	0.0	1585
NZ_CP101780.1	gb|DQ174306.1|+|4-865|ARO:3001121|SHV-66	99.884	861	1	0	52249	53109	861	1	0.0	1585
