ID             ARO_Index    Gene         %identity  alignment_length  mismatches  gap_opens  q_start  q_end    s_start  s_end  evalue     bit_score
NZ_CP176964.1  ARO:3002460  LEN-10       90.719     862               78          2          5304206  5305066  1        861    0.0        1147
NZ_CP176964.1  ARO:3004839  LEN-32       90.603     862               79          2          5304206  5305066  1        861    0.0        1142
NZ_CP176964.1  ARO:3002479  LEN-25       90.603     862               79          2          5304206  5305066  1        861    0.0        1142
NZ_CP176964.1  ARO:3004845  LEN-42       90.603     862               79          2          5304206  5305066  1        861    0.0        1142
NZ_CP176964.1  ARO:3002470  LEN-23       90.603     862               79          2          5304206  5305066  1        861    0.0        1142
NZ_CP176964.1  ARO:3004829  LEN-37       90.487     862               80          2          5304206  5305066  1        861    0.0        1136
NZ_CP176964.1  ARO:3002458  LEN-8        90.487     862               80          2          5304206  5305066  1        861    0.0        1136
NZ_CP176964.1  ARO:3002474  LEN-26       90.371     862               81          2          5304206  5305066  1        861    0.0        1131
NZ_CP176964.1  ARO:3002478  LEN-15       90.618     842               76          3          5304206  5305046  1        840    0.0        1114
NZ_CP176964.1  ARO:3002472  LEN-4        90.998     822               72          2          5304228  5305048  2        822    0.0        1107
NZ_CP176964.1  ARO:3002454  LEN-1        90.380     842               78          3          5304206  5305046  1        840    0.0        1103
NZ_CP176964.1  ARO:3002475  LEN-3        90.876     822               73          2          5304228  5305048  2        822    0.0        1101
NZ_CP176964.1  ARO:3002450  OKP-B-17     88.283     862               99          2          5304206  5305066  1        861    0.0        1031
NZ_CP176964.1  ARO:3002438  OKP-B-5      88.283     862               99          2          5304206  5305066  1        861    0.0        1031
NZ_CP176964.1  ARO:3002430  OKP-A-13     88.283     862               99          2          5304206  5305066  1        861    0.0        1031
NZ_CP176964.1  ARO:3002428  OKP-A-11     88.297     863               97          4          5304206  5305066  1        861    0.0        1031
NZ_CP176964.1  ARO:3002437  OKP-B-4      88.269     861               99          2          5304206  5305065  1        860    0.0        1029
NZ_CP176964.1  ARO:3006142  OKP-B-16     88.167     862               100         2          5304206  5305066  1        861    0.0        1026
NZ_CP176964.1  ARO:3002439  OKP-B-6      88.167     862               100         2          5304206  5305066  1        861    0.0        1026
NZ_CP176964.1  ARO:3006144  OKP-B-22     88.153     861               100         2          5304206  5305065  1        860    0.0        1024
NZ_CP176964.1  ARO:3002436  OKP-B-3      88.153     861               100         2          5304206  5305065  1        860    0.0        1024
NZ_CP176964.1  ARO:3002433  OKP-A-16     88.065     863               99          4          5304206  5305066  1        861    0.0        1020
NZ_CP176964.1  ARO:3002453  OKP-B-20     88.051     862               101         2          5304206  5305066  1        861    0.0        1020
NZ_CP176964.1  ARO:3002431  OKP-A-14     88.051     862               101         2          5304206  5305066  1        861    0.0        1020
NZ_CP176964.1  ARO:3002446  OKP-B-13     88.051     862               101         2          5304206  5305066  1        861    0.0        1020
NZ_CP176964.1  ARO:3002429  OKP-A-12     88.065     863               99          4          5304206  5305066  1        861    0.0        1020
NZ_CP176964.1  ARO:3006148  OKP-B-36     88.051     862               99          4          5304206  5305065  1        860    0.0        1018
NZ_CP176964.1  ARO:3006141  OKP-A-17     88.051     862               99          4          5304206  5305065  1        860    0.0        1018
NZ_CP176964.1  ARO:3002418  OKP-A-1      88.037     861               101         2          5304206  5305065  1        860    0.0        1018
NZ_CP176964.1  ARO:3002422  OKP-A-5      88.051     862               99          4          5304206  5305065  1        860    0.0        1018
NZ_CP176964.1  ARO:3002420  OKP-A-3      88.051     862               99          4          5304206  5305065  1        860    0.0        1018
NZ_CP176964.1  ARO:3002441  OKP-B-8      88.037     861               101         2          5304206  5305065  1        860    0.0        1018
NZ_CP176964.1  ARO:3002435  OKP-B-2      88.037     861               101         2          5304206  5305065  1        860    0.0        1018
NZ_CP176964.1  ARO:3002442  OKP-B-9      88.037     861               101         2          5304206  5305065  1        860    0.0        1018
NZ_CP176964.1  ARO:3002452  OKP-B-19     87.935     862               102         2          5304206  5305066  1        861    0.0        1014
NZ_CP176964.1  ARO:3006151  OKP-B-45     87.921     861               102         2          5304206  5305065  1        860    0.0        1013
NZ_CP176964.1  ARO:3006149  OKP-B-40     87.921     861               102         2          5304206  5305065  1        860    0.0        1013
NZ_CP176964.1  ARO:3002440  OKP-B-7      87.921     861               102         2          5304206  5305065  1        860    0.0        1013
NZ_CP176964.1  ARO:3002421  OKP-A-4      87.921     861               102         2          5304206  5305065  1        860    0.0        1013
NZ_CP176964.1  ARO:3002425  OKP-A-8      87.921     861               102         2          5304206  5305065  1        860    0.0        1013
NZ_CP176964.1  ARO:3002419  OKP-A-2      87.921     861               102         2          5304206  5305065  1        860    0.0        1013
NZ_CP176964.1  ARO:3002434  OKP-B-1      87.921     861               102         2          5304206  5305065  1        860    0.0        1013
NZ_CP176964.1  ARO:3002426  OKP-A-9      87.935     862               100         4          5304206  5305065  1        860    0.0        1013
NZ_CP176964.1  ARO:3006146  OKP-B-24     87.819     862               103         2          5304206  5305066  1        861    0.0        1009
NZ_CP176964.1  ARO:3006147  OKP-B-34     87.805     861               103         2          5304206  5305065  1        860    0.0        1007
NZ_CP176964.1  ARO:3006145  OKP-B-23     87.805     861               103         2          5304206  5305065  1        860    0.0        1007
NZ_CP176964.1  ARO:3006143  OKP-B-21     87.805     861               103         2          5304206  5305065  1        860    0.0        1007
NZ_CP176964.1  ARO:3002427  OKP-A-10     87.819     862               101         4          5304206  5305065  1        860    0.0        1007
NZ_CP176964.1  ARO:3002444  OKP-B-11     87.819     862               101         4          5304206  5305065  1        860    0.0        1007
NZ_CP176964.1  ARO:3002451  OKP-B-18     87.703     862               104         2          5304206  5305066  1        861    0.0        1003
NZ_CP176964.1  ARO:3002423  OKP-A-6      87.717     863               100         6          5304206  5305065  1        860    0.0        1002
NZ_CP176964.1  ARO:3002443  OKP-B-10     87.689     861               104         2          5304206  5305065  1        860    0.0        1002
NZ_CP176964.1  ARO:3006150  OKP-B-41     87.573     861               105         2          5304206  5305065  1        860    0.0        996
NZ_CP176964.1  ARO:3002424  OKP-A-7      87.471     862               104         4          5304206  5305065  1        860    0.0        990
NZ_CP176964.1  ARO:3006153  OKP-D-1      87.370     863               105         4          5304206  5305066  1        861    0.0        987
NZ_CP176964.1  ARO:3002447  OKP-B-14     87.591     822               100         2          5304228  5305048  5        825    0.0        952
NZ_CP176964.1  ARO:3000237  TolC         79.104     1407              274         17         3058550  3059943  1400     1      0.0        952
NZ_CP176964.1  ARO:3002432  OKP-A-15     86.543     862               99          11         5304206  5305066  1        846    0.0        933
NZ_CP176964.1  ARO:3004042  Eclo_acrA    80.817     1199              220         9          1058249  1059442  1        1194   0.0        931
NZ_CP176964.1  ARO:3002445  OKP-B-12     87.595     790               94          4          5304243  5305030  2        789    0.0        913
NZ_CP176964.1  ARO:3003952  YojI         76.574     1652              363         21         4019028  4020667  1        1640   0.0        885
NZ_CP176964.1  ARO:3004043  Ecol_acrA    79.142     1165              235         8          1058249  1059409  1        1161   0.0        798
NZ_CP176964.1  ARO:3007509  Sfle_acrA    78.970     1165              237         8          1058249  1059409  1        1161   0.0        787
NZ_CP176964.1  ARO:3000518  CRP          88.152     633               75          0          2537085  2537717  633      1      0.0        754
NZ_CP176964.1  ARO:3001328  Ecol_mdfA    78.478     1143              238         8          551155   552293   1139     1      0.0        741
NZ_CP176964.1  ARO:3004111  FosA6        98.333     420               7           0          1633215  1633634  420      1      0.0        737
NZ_CP176964.1  ARO:3003209  fosA5        97.381     420               11          0          1633215  1633634  420      1      0.0        715
NZ_CP176964.1  ARO:3002985  arnA         80.169     948               171         13         2424534  2425474  944      1881   0.0        693
NZ_CP176964.1  ARO:3004580  Kpne_KpnE    100.000    363               0           0          5345431  5345793  363      1      0.0        671
NZ_CP176964.1  ARO:3002476  LEN-6        91.720     471               39          0          5304227  5304697  1        471    0.0        654
NZ_CP176964.1  ARO:3002477  LEN-14       91.009     456               41          0          5304233  5304688  1        456    8.95e-173  616
NZ_CP176964.1  ARO:3004583  Kpne_KpnF    100.000    330               0           0          5345115  5345444  330      1      4.17e-171  610
NZ_CP176964.1  ARO:3004075  MuxC         74.683     1418              296         53         4146866  4148248  1476     87     1.97e-159  571
NZ_CP176964.1  ARO:3003056  smeE         74.683     1339              295         40         3796634  3797950  1497     181    1.98e-154  555
NZ_CP176964.1  ARO:3003056  smeE         81.010     495               85          8          2197072  2197561  1496     1006   2.75e-103  385
NZ_CP176964.1  ARO:3003056  smeE         74.242     396               97          4          3635624  3636015  1370     976    5.04e-36   161
NZ_CP176964.1  ARO:3000804  MexF         73.842     1403              331         31         3635513  3636897  1487     103    1.55e-145  525
NZ_CP176964.1  ARO:3000796  mdtF         71.175     2137              568         43         2827844  2829956  3074     962    5.66e-135  490
NZ_CP176964.1  ARO:3000378  MexB         75.342     1095              223         37         3796581  3797650  1553     481    9.48e-133  483
NZ_CP176964.1  ARO:3000676  H-NS         87.438     406               49          2          4689744  4690148  405      1      9.54e-128  466
NZ_CP176964.1  ARO:3003033  mexY         77.778     396               82          6          3796721  3797113  1407     1015   2.26e-59   239
NZ_CP176964.1  ARO:3003033  mexY         76.329     414               88          10         1060439  1060847  972      1380   1.37e-51   213
NZ_CP176964.1  ARO:3004113  FosA7        89.474     114               12          0          1688441  1688554  423      310    5.08e-31   145
